,date,song,artist,peak-rank,weeks-on-board
7855,2020-01-11,HAD ENOUGH,Don Toliver Featuring Quavo & Offset,52,2
7856,2020-01-11,Make Me Want To,Jimmie Allen,49,10
7857,2020-01-11,More Hearts Than Mine,Ingrid Andress,30,20
7858,2020-01-11,Slow Dance In A Parking Lot,Jordan Davis,37,19
7859,2020-01-11,July,Noah Cyrus & Leon Bridges,85,16
7860,2020-01-11,I Wish Grandpas Never Died,Riley Green,66,12
7861,2020-01-11,WHAT TO DO?,JACKBOYS Featuring Don Toliver,56,2
7862,2020-01-11,I Hope,Gabby Barrett Featuring Charlie Puth,3,62
7863,2020-01-11,GATTI,"JACKBOYS, Pop Smoke & Travis Scott",69,1
7864,2020-01-11,High Fashion,Roddy Ricch Featuring Mustard,20,28
7865,2020-01-18,Yummy,Justin Bieber,2,15
7866,2020-01-18,All I Want,Olivia Rodrigo,90,2
7867,2020-01-18,I Hope You're Happy Now,Carly Pearce & Lee Brice,27,25
7868,2020-01-18,20/20,Lil Tjay,94,1
7869,2020-01-18,Say So,Doja Cat Featuring Nicki Minaj,1,38
7870,2020-01-18,ORANGE SODA,Baby Keem,98,3
7871,2020-01-18,U Played,MoneyBagg Yo Featuring Lil Baby,53,5
7872,2020-01-18,SUGAR,BrockHampton,66,9
7873,2020-01-25,Rare,Selena Gomez,30,7
7874,2020-01-25,You Should Be Sad,Halsey,26,18
7875,2020-01-25,Life Is Good,Future Featuring Drake,2,38
7876,2020-01-25,Sum 2 Prove,Lil Baby,16,20
7877,2020-01-25,Good News,Mac Miller,17,4
7878,2020-01-25,Eleven,Khalid,83,1
7879,2020-01-25,Conversations In The Dark,John Legend,86,1
7880,2020-01-25,Protect da Brand,Moneybagg Yo Featuring DaBaby,89,1
7881,2020-02-01,Darkness,Eminem,28,2
7882,2020-02-01,Those Kinda Nights,Eminem Featuring Ed Sheeran,31,2
7883,2020-02-01,Unaccommodating,Eminem Featuring Young M.A,36,2
7884,2020-02-01,Blue World,Mac Miller,38,2
7885,2020-02-01,Circles,Mac Miller,48,1
7886,2020-02-01,Godzilla,Eminem Featuring Juice WRLD,3,20
7887,2020-02-01,What A Man Gotta Do,Jonas Brothers,16,12
7888,2020-02-01,Everybody,Mac Miller,80,1
7889,2020-02-01,Marsh,Eminem,83,1
7890,2020-02-01,No Regrets,Eminem Featuring Don Toliver,84,1
7891,2020-02-01,Surf,Mac Miller,91,1
7892,2020-02-01,Stepdad,Eminem,93,1
7893,2020-02-01,Lock It Up,Eminem Featuring Anderson .Paak,89,1
7894,2020-02-01,That's On Me,Mac Miller,100,1
7895,2020-02-01,Woods,Mac Miller,75,1
7896,2020-02-01,You Gon' Learn,"Eminem Featuring Royce da 5'9"" & White Gold",52,2
7897,2020-02-01,Black Swan,BTS,57,1
7898,2020-02-01,Leaving Heaven,Eminem Featuring Skylar Grey,61,1
7899,2020-02-01,P*$$y Fairy (OTW),Jhene Aiko,40,25
7900,2020-02-01,Hand Me Downs,Mac Miller,64,1
7901,2020-02-01,Premonition (Intro),Eminem,67,1
7902,2020-02-01,I Can See,Mac Miller,68,1
7903,2020-02-01,In Too Deep,Eminem,71,1
7904,2020-02-01,Complicated,Mac Miller,63,1
7905,2020-02-08,Anyone,Demi Lovato,34,2
7906,2020-02-08,B.I.T.C.H.,Megan Thee Stallion,31,10
7907,2020-02-08,Dive Bar,Garth Brooks & Blake Shelton,78,5
7908,2020-02-08,Letter To Nipsey,Meek Mill Featuring Roddy Ricch,73,2
7909,2020-02-08,Chasin' You,Morgan Wallen,16,36
7910,2020-02-08,Before You Go,Lewis Capaldi,9,52
7911,2020-02-08,Homemade,Jake Owen,39,16
7912,2020-02-08,Underdog,Alicia Keys,69,5
7913,2020-02-08,First Man,Camila Cabello,94,1
7914,2020-02-08,What If I Told You That I Love You,Ali Gatie,95,1
7915,2020-02-08,Catch,Brett Young,29,17
7916,2020-02-15,I Do It,Lil Wayne Featuring Big Sean & Lil Baby,33,2
7917,2020-02-15,Only The Young,Taylor Swift,50,1
7918,2020-02-15,Mama Mia,Lil Wayne,87,1
7919,2020-02-15,Funeral,Lil Wayne,88,1
7920,2020-02-15,Get Me,Justin Bieber Featuring Kehlani,93,1
7921,2020-02-15,Nice To Meet Ya,Meghan Trainor Featuring Nicki Minaj,89,1
7922,2020-02-15,Physical,Dua Lipa,60,2
7923,2020-02-15,Mahogany,Lil Wayne,61,1
7924,2020-02-15,King Of My City,A Boogie Wit da Hoodie,69,3
7925,2020-02-22,Yikes,Nicki Minaj,23,2
7926,2020-02-22,Intentions,Justin Bieber Featuring Quavo,5,31
7927,2020-02-22,KEII,Anuel AA,83,1
7928,2020-02-22,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2,51
7929,2020-02-22,No Judgement,Niall Horan,97,1
7930,2020-02-22,Believe,Meek Mill Featuring Justin Timberlake,90,1
7931,2020-02-22,Know Your Worth,Khalid x Disclosure,57,8
7932,2020-02-22,Blueberry Faygo,Lil Mosey,8,33
7933,2020-02-22,Run,Joji,68,1
7934,2020-02-29,To Die For,Sam Smith,46,6
7935,2020-02-29,g n f (Give No Fxk),"Migos, Young Thug & Travis Scott",48,1
7936,2020-02-29,Numbers,"A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",23,3
7937,2020-02-29,Forever,Justin Bieber Featuring Post Malone & Clever,24,2
7938,2020-02-29,No Time To Die,Billie Eilish,16,3
7939,2020-02-29,Dior,Pop Smoke,22,21
7940,2020-02-29,All Around Me,Justin Bieber,100,1
7941,2020-02-29,Ignorantes,Bad Bunny & Sech,49,3
7942,2020-02-29,Stain,A Boogie Wit da Hoodie Featuring DaBaby,80,1
7943,2020-02-29,Come Around Me,Justin Bieber,86,1
7944,2020-02-29,After Hours,The Weeknd,20,7
7945,2020-02-29,Cinderella Story,A Boogie Wit da Hoodie,95,1
7946,2020-02-29,Habitual,Justin Bieber,98,1
7947,2020-02-29,Me And My Guitar,A Boogie Wit da Hoodie,58,2
7948,2020-02-29,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,60,9
7949,2020-02-29,Might Not Give Up,A Boogie Wit da Hoodie Featuring Young Thug,66,1
7950,2020-02-29,Thug Love,A Boogie Wit da Hoodie,73,1
7951,2020-03-07,Lil Top,YoungBoy Never Broke Again,28,2
7952,2020-03-07,Red Eye,YoungBoy Never Broke Again,47,1
7953,2020-03-07,ON,BTS,4,2
7954,2020-03-07,RIP Lil Phat,YoungBoy Never Broke Again,80,1
7955,2020-03-07,My Time,BTS,84,1
7956,2020-03-07,Long RD,YoungBoy Never Broke Again,85,1
7957,2020-03-07,Bat Man,YoungBoy Never Broke Again,89,1
7958,2020-03-07,Shake The Room,Pop Smoke Featuring Quavo,93,1
7959,2020-03-07,Feel Me,Selena Gomez,98,1
7960,2020-03-07,Filter,BTS,87,1
7961,2020-03-07,Fine By Time,YoungBoy Never Broke Again,58,1
7962,2020-03-07,Bad Bad,YoungBoy Never Broke Again,59,1
7963,2020-03-07,Knocked Off,YoungBoy Never Broke Again,60,1
7964,2020-03-07,Moral Of The Story,Ashe Featuring Niall Horan,71,3
7965,2020-03-14,La Dificil,Bad Bunny,33,5
7966,2020-03-14,Si Veo A Tu Mama,Bad Bunny,32,5
7967,2020-03-14,Live Off My Closet,Lil Baby Featuring Future,28,1
7968,2020-03-14,Emotionally Scarred,Lil Baby,31,25
7969,2020-03-14,PTSD,"G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert",38,5
7970,2020-03-14,Commercial,Lil Baby Featuring Lil Uzi Vert,23,2
7971,2020-03-14,Grace,Lil Baby & 42 Dugg,48,15
7972,2020-03-14,Stupid Love,Lady Gaga,5,10
7973,2020-03-14,Heatin Up,Lil Baby & Gunna,18,7
7974,2020-03-14,That Way,Lil Uzi Vert,20,12
7975,2020-03-14,Same Thing,Lil Baby,78,1
7976,2020-03-14,Safaera,"Bad Bunny, Jowell & Randy & Nengo Flow",81,7
7977,2020-03-14,Bichiyal,Bad Bunny & Yaviah,89,1
7978,2020-03-14,We Should,Lil Baby & Young Thug,91,1
7979,2020-03-14,Solia,Bad Bunny,94,1
7980,2020-03-14,Esta Cabron Ser Yo,Bad Bunny X Anuel AA,97,1
7981,2020-03-14,Sunday Best,Surfaces,19,21
7982,2020-03-14,Can't Explain,Lil Baby,99,1
7983,2020-03-14,La Santa,Bad Bunny X Daddy Yankee,53,2
7984,2020-03-14,Get Ugly,Lil Baby,54,1
7985,2020-03-14,No Sucker,Lil Baby & Moneybagg Yo,58,1
7986,2020-03-14,How,Lil Baby,59,1
7987,2020-03-14,The Other Side,SZA X Justin Timberlake,61,7
7988,2020-03-14,Forever,Lil Baby Featuring Lil Wayne,64,1
7989,2020-03-14,Yo Perreo Sola,Bad Bunny,53,17
7990,2020-03-14,Pero Ya No,Bad Bunny,63,1
7991,2020-03-21,Celebration Station,Lil Uzi Vert,34,1
7992,2020-03-21,Bigger Than Life,Lil Uzi Vert,33,1
7993,2020-03-21,You Better Move,Lil Uzi Vert,36,1
7994,2020-03-21,POP,Lil Uzi Vert,28,1
7995,2020-03-21,I'm Sorry,Lil Uzi Vert,37,1
7996,2020-03-21,Venetia,Lil Uzi Vert,39,1
7997,2020-03-21,Chrome Heart Tags,Lil Uzi Vert,45,1
7998,2020-03-21,B.S.,Jhene Aiko Featuring H.E.R.,24,23
7999,2020-03-21,Baby Pluto,Lil Uzi Vert,6,4
8000,2020-03-21,Lo Mein,Lil Uzi Vert,8,3
8001,2020-03-21,Silly Watch,Lil Uzi Vert,9,2
8002,2020-03-21,Prices,Lil Uzi Vert,25,2
8003,2020-03-21,P2,Lil Uzi Vert,11,6
8004,2020-03-21,I Love Me,Demi Lovato,18,10
8005,2020-03-21,Homecoming,Lil Uzi Vert,22,2
8006,2020-03-21,SkyBox,Gunna,65,2
8007,2020-03-21,Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",55,6
8008,2020-03-21,Bust Me,Lil Uzi Vert,51,1
8009,2020-03-21,Urgency,Lil Uzi Vert Featuring Syd,76,1
8010,2020-03-21,Happiness Over Everything (H.O.E.),Jhene Aiko Featuring Future & Miguel,65,1
8011,2020-03-21,Captain Hook,Megan Thee Stallion,74,4
8012,2020-03-21,Secure The Bag,Lil Uzi Vert,72,1
8013,2020-03-28,Lotus,Lil Uzi Vert,45,1
8014,2020-03-28,Yessirskiii,Lil Uzi Vert & 21 Savage,26,2
8015,2020-03-28,Myron,Lil Uzi Vert,13,7
8016,2020-03-28,Bean (Kobe),Lil Uzi Vert Featuring Chief Keef,19,2
8017,2020-03-28,Come This Way,Lil Uzi Vert,83,1
8018,2020-03-28,Does To Me,Luke Combs Featuring Eric Church,20,19
8019,2020-03-28,Got The Guap,Lil Uzi Vert Featuring Young Thug,87,1
8020,2020-03-28,Supalonely,BENEE Featuring Gus Dapperton,39,22
8021,2020-03-28,Cardigan,Don Toliver,90,1
8022,2020-03-28,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,36,18
8023,2020-03-28,Savage,Megan Thee Stallion,1,28
8024,2020-03-28,Money Spread,Lil Uzi Vert Featuring Young Nudy,89,1
8025,2020-03-28,No Auto,Lil Uzi Vert Featuring Lil Durk,76,1
8026,2020-03-28,Wassup,Lil Uzi Vert Featuring Future,54,1
8027,2020-03-28,Strawberry Peels,Lil Uzi Vert Featuring Young Thug & Gunna,60,1
8028,2020-03-28,Moon Relate,Lil Uzi Vert,62,1
8029,2020-03-28,I Can Show You,Lil Uzi Vert,66,1
8030,2020-03-28,Trap This Way (This Way),Lil Uzi Vert,68,1
8031,2020-03-28,Death Bed,Powfu Featuring beabadoobee,23,26
8032,2020-03-28,Leaders,Lil Uzi Vert Featuring NAV,72,1
8033,2020-04-04,Snowchild,The Weeknd,32,1
8034,2020-04-04,Too Late,The Weeknd,28,1
8035,2020-04-04,Escape From LA,The Weeknd,39,1
8036,2020-04-04,Save Your Tears,The Weeknd,4,19
8037,2020-04-04,Faith,The Weeknd,45,1
8038,2020-04-04,Hardest To Love,The Weeknd,25,1
8039,2020-04-04,Scared To Live,The Weeknd,24,1
8040,2020-04-04,In Your Eyes,The Weeknd,16,15
8041,2020-04-04,Alone Again,The Weeknd,21,1
8042,2020-04-04,Until I Bleed Out,The Weeknd,80,1
8043,2020-04-04,Walk Em Down,NLE Choppa Featuring Roddy Ricch,38,20
8044,2020-04-04,The Other Girl,Kelsea Ballerini x Halsey,95,1
8045,2020-04-04,Roses,SAINt JHN,4,34
8046,2020-04-04,Repeat After Me (Interlude),The Weeknd,69,1
8047,2020-04-11,Believe It,PARTYNEXTDOOR & Rihanna,23,14
8048,2020-04-11,Turks,"NAV, Gunna & Travis Scott",17,11
8049,2020-04-11,Break My Heart,Dua Lipa,13,32
8050,2020-04-11,After A Few,Travis Denning,31,15
8051,2020-04-11,I Love My Country,Florida Georgia Line,40,20
8052,2020-04-11,Hard To Forget,Sam Hunt,26,20
8053,2020-04-11,Last Time I Say Sorry,Kane Brown & John Legend,89,2
8054,2020-04-11,If The World Was Ending,JP Saxe Featuring Julia Michaels,27,29
8055,2020-04-18,Toosie Slide,Drake,1,20
8056,2020-04-18,Find My Way,DaBaby,22,5
8057,2020-04-18,The Greatest,Rod Wave,78,1
8058,2020-04-18,Bluebird,Miranda Lambert,26,20
8059,2020-04-18,Ribbon In The Sky,Rod Wave,84,1
8060,2020-04-18,I Remember,Rod Wave,77,1
8061,2020-04-18,Here And Now,Kenny Chesney,38,15
8062,2020-04-18,Thug Life,Rod Wave,95,1
8063,2020-04-18,No Weakness,Rod Wave,99,1
8064,2020-04-18,Tycoon,Future,76,1
8065,2020-04-18,Thief In The Night,Rod Wave,74,1
8066,2020-04-18,Fuck The World,Rod Wave,64,1
8067,2020-04-18,Pray 4 Love,Rod Wave,67,1
8068,2020-04-18,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",42,22
8069,2020-04-25,Level Of Concern,twenty one pilots,23,11
8070,2020-04-25,Sigues Con El,Arcangel x Sech,78,3
8071,2020-04-25,Die From A Broken Heart,Maddie & Tae,22,25
8072,2020-04-25,DND,Polo G,84,1
8073,2020-04-25,In Between,Scotty McCreery,53,13
8074,2020-04-25,Ride It.,Regard,62,10
8075,2020-04-25,Girl Of My Dreams,Rod Wave,65,16
8076,2020-04-25,Boss Bitch,Doja Cat,100,1
8077,2020-04-25,Stupid Again,Tory Lanez,54,1
8078,2020-04-25,Boyfriend,Selena Gomez,59,1
8079,2020-04-25,Broke In A Minute,Tory Lanez,64,2
8080,2020-05-02,@ MEH,Playboi Carti,35,1
8081,2020-05-02,I'm Ready,Sam Smith & Demi Lovato,36,4
8082,2020-05-02,PICK UP,DaBaby Featuring Quavo,44,1
8083,2020-05-02,Rockstar,DaBaby Featuring Roddy Ricch,1,42
8084,2020-05-02,Jump,DaBaby Featuring YoungBoy Never Broke Again,17,4
8085,2020-05-02,NASTY,DaBaby Featuring Ashanti & Megan Thee Stallion,50,2
8086,2020-05-02,CHAMPION,DaBaby,85,1
8087,2020-05-02,I Dare You,Kelly Clarkson,86,1
8088,2020-05-02,After Party,Don Toliver,57,20
8089,2020-05-02,God Whispered Your Name,Keith Urban,60,20
8090,2020-05-02,TALK ABOUT IT,DaBaby,74,1
8091,2020-05-02,LIGHTSKIN SH*T,DaBaby Featuring Future & jetsonmade,53,1
8092,2020-05-02,More Than My Hometown,Morgan Wallen,15,32
8093,2020-05-02,BLAME IT ON BABY,DaBaby,64,1
8094,2020-05-02,SAD SHIT,DaBaby,69,1
8095,2020-05-02,DROP,DaBaby Featuring A Boogie Wit da Hoodie & London On Da Track,71,1
8096,2020-05-02,CAN'T STOP,DaBaby,63,1
8097,2020-05-09,All In,Lil Baby,45,8
8098,2020-05-09,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",1,13
8099,2020-05-09,Righteous,Juice WRLD,11,16
8100,2020-05-09,Ain't Easy,YoungBoy Never Broke Again,83,1
8101,2020-05-09,Party Girl,StaySolidRocky,21,20
8102,2020-05-09,Diamonds,YoungBoy Never Broke Again,86,1
8103,2020-05-09,Bout My Business,YoungBoy Never Broke Again Featuring Sherhonda Gaulden,90,1
8104,2020-05-09,Rough Ryder,YoungBoy Never Broke Again,92,1
8105,2020-05-09,Drinking Alone,Carrie Underwood,74,7
8106,2020-05-09,Thug Of Spades,YoungBoy Never Broke Again Featuring DaBaby,99,1
8107,2020-05-09,Sasuke,Lil Uzi Vert,65,1
8108,2020-05-09,Cool Again,Kane Brown,29,20
8109,2020-05-16,Demons,Drake Featuring Fivio Foreign & Sosa Geek,34,2
8110,2020-05-16,Deep Pockets,Drake,32,1
8111,2020-05-16,Desires,Drake Featuring Future,27,2
8112,2020-05-16,Time Flies,Drake,30,2
8113,2020-05-16,Be Kind,Marshmello & Halsey,29,15
8114,2020-05-16,When To Say When,Drake,35,1
8115,2020-05-16,Landed,Drake,39,1
8116,2020-05-16,From Florida With Love,Drake,45,1
8117,2020-05-16,Not You Too,Drake Featuring Chris Brown,25,1
8118,2020-05-16,Pain 1993,Drake Featuring Playboi Carti,7,3
8119,2020-05-16,Chicago Freestyle,Drake Featuring Giveon,14,12
8120,2020-05-16,D4L,"Future, Drake & Young Thug",19,2
8121,2020-05-16,Losses,Drake,51,1
8122,2020-05-16,Low Down,Lil Baby,81,1
8123,2020-05-16,Humble,Lil Baby,86,1
8124,2020-05-16,One Margarita,Luke Bryan,19,20
8125,2020-05-16,Don't Rush,Young T & Bugsey Featuring Headie One,56,14
8126,2020-05-16,War,Drake,52,1
8127,2020-05-16,We Paid,Lil Baby & 42 Dugg,10,22
8128,2020-05-16,Six Feet Apart,Luke Combs,58,2
8129,2020-05-16,Social Distancing,Lil Baby,65,1
8130,2020-05-23,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,43,16
8131,2020-05-23,Stuck With U,Ariana Grande & Justin Bieber,1,18
8132,2020-05-23,Gooba,6ix9ine,3,10
8133,2020-05-23,Change Your Life,Kehlani Featuring Jhene Aiko,80,1
8134,2020-05-23,Me Vs Me,Moneybagg Yo,88,2
8135,2020-05-23,Viral Moment,Lil Durk,91,1
8136,2020-05-23,Can I,Kehlani Featuring Tory Lanez,50,1
8137,2020-05-23,Go Crazy,Chris Brown & Young Thug,3,52
8138,2020-05-23,Zoo York,Lil Tjay Featuring Fivio Foreign & Pop Smoke,65,1
8139,2020-05-23,Toxic,Kehlani,68,1
8140,2020-05-30,Flex,Polo G Featuring Juice WRLD,30,9
8141,2020-05-30,Solitaires,Future Featuring Travis Scott,32,3
8142,2020-05-30,X,Jonas Brothers Featuring Karol G,33,7
8143,2020-05-30,Trillionaire,Future Featuring YoungBoy Never Broke Again,34,4
8144,2020-05-30,Daisies,Katy Perry,40,7
8145,2020-05-30,Posted With Demons,Future,79,1
8146,2020-05-30,Touch The Sky,Future,81,1
8147,2020-05-30,One Of My,Future,82,1
8148,2020-05-30,Harlem Shake,Future Featuring Young Thug,84,1
8149,2020-05-30,Don't Believe The Hype,Polo G,88,1
8150,2020-05-30,Beautiful Pain (Losin My Mind),Polo G,92,1
8151,2020-05-30,33,Polo G,93,1
8152,2020-05-30,I Know,Polo G,95,1
8153,2020-05-30,Trapped In The Sun,Future,53,1
8154,2020-05-30,All Bad,Future Featuring Lil Uzi Vert,54,1
8155,2020-05-30,Be Something,Polo G Featuring Lil Baby,57,2
8156,2020-05-30,Martin & Gina,Polo G,61,19
8157,2020-05-30,21,Polo G,62,8
8158,2020-05-30,Too Comfortable,Future,75,1
8159,2020-05-30,Hard To Choose One,Future,68,1
8160,2020-05-30,Ridin Strikers,Future,69,1
8161,2020-05-30,Hitek Tek,Future,71,1
8162,2020-06-06,Cooler Than A Bitch,Gunna Featuring Roddy Ricch,41,3
8163,2020-06-06,Dollaz On My Head,Gunna Featuring Young Thug,38,19
8164,2020-06-06,Rain On Me,Lady Gaga & Ariana Grande,1,20
8165,2020-06-06,MOTW,Gunna,84,1
8166,2020-06-06,Gimmick,Gunna,86,1
8167,2020-06-06,Nasty Girl / On Camera,Gunna,78,1
8168,2020-06-06,Feigning,Gunna,98,1
8169,2020-06-06,ily,Surf Mesa Featuring Emilee,23,28
8170,2020-06-06,Daechwita,Agust D,76,1
8171,2020-06-06,Top Floor,Gunna Featuring Travis Scott,55,1
8172,2020-06-06,Wunna,Gunna,57,1
8173,2020-06-06,Blindfold,Gunna Featuring Lil Baby,59,1
8174,2020-06-06,Need It,Migos Featuring YoungBoy Never Broke Again,62,15
8175,2020-06-06,Argentina,Gunna,67,1
8176,2020-06-06,Met Gala,Gunna,70,1
8177,2020-06-13,Sour Candy,Lady Gaga & BLACKPINK,33,2
8178,2020-06-13,Tell Me U Luv Me,Juice WRLD & Trippie Redd,38,4
8179,2020-06-13,Why We Drink,Justin Moore,50,15
8180,2020-06-13,Got What I Got,Jason Aldean,16,25
8181,2020-06-13,One Big Country Song,LOCASH,50,11
8182,2020-06-13,T.D,"Lil Yachty & Tierra Whack Featuring A$AP Rocky & Tyler, The Creator",83,1
8183,2020-06-13,Alice,Lady Gaga,84,1
8184,2020-06-13,Hasta Que Dios Diga,Anuel AA & Bad Bunny,86,1
8185,2020-06-13,Lose Somebody,Kygo & OneRepublic,88,1
8186,2020-06-13,Like That,Doja Cat Featuring Gucci Mane,50,18
8187,2020-06-13,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,33,25
8188,2020-06-13,One Of Them Girls,Lee Brice,17,26
8189,2020-06-13,TKN,Rosalia & Travis Scott,66,1
8190,2020-06-20,Deep End Freestyle,Sleepy Hallow,80,2
8191,2020-06-20,One Night Standards,Ashley McBryde,76,15
8192,2020-06-20,Hard Days,Brantley Gilbert,95,1
8193,2020-06-20,Worldwide Beautiful,Kane Brown,100,1
8194,2020-06-20,Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul",62,11
8195,2020-06-20,Otherside Of America,Meek Mill,64,2
8196,2020-06-27,Trollz,6ix9ine & Nicki Minaj,1,4
8197,2020-06-27,The Bigger Picture,Lil Baby,3,20
8198,2020-06-27,Make It Rain,Pop Smoke Featuring Rowdy Rebel,49,2
8199,2020-06-27,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,1,31
8200,2020-06-27,Do It,Chloe X Halle,63,11
8201,2020-06-27,Done,Chris Janson,41,12
8202,2020-06-27,The Man Who Loves You The Most,Zac Brown Band,96,1
8203,2020-06-27,Need Me,J.I The Prince Of N.Y,95,2
8204,2020-06-27,Go!,Kid LAROI & Juice WRLD,52,5
8205,2020-06-27,Shotta Flow 5,NLE Choppa,54,3
8206,2020-06-27,Snow On Tha Bluff,J. Cole,54,2
8207,2020-06-27,Tommy Lee,Tyla Yaweh & Post Malone,65,2
8208,2020-07-04,Black Parade,Beyonce,37,2
8209,2020-07-04,My Truck,Breland,92,2
8210,2020-07-04,One Shot,YoungBoy Never Broke Again Featuring Lil Baby,94,1
8211,2020-07-04,Pretty Heart,Parker McCollum,36,22
8212,2020-07-04,Bang!,AJR,8,35
8213,2020-07-04,Bleed,A Boogie Wit da Hoodie,57,1
8214,2020-07-11,Girls In The Hood,Megan Thee Stallion,28,18
8215,2020-07-11,How You Like That,BLACKPINK,33,2
8216,2020-07-11,Wash Us In The Blood,Kanye West Featuring Travis Scott,49,2
8217,2020-07-11,Past Life,Trevor Daniel x Selena Gomez,77,5
8218,2020-07-11,Stick That In Your Country Song,Eric Church,92,1
8219,2020-07-11,Lovin' On You,Luke Combs,23,20
8220,2020-07-11,Rags2Riches,Rod Wave Featuring ATR Son Son,12,20
8221,2020-07-11,I Called Mama,Tim McGraw,53,12
8222,2020-07-11,Know My Rights,6LACK Featuring Lil Baby,75,1
8223,2020-07-18,Aim For The Moon,Pop Smoke Featuring Quavo,34,2
8224,2020-07-18,Got It On Me,Pop Smoke,31,10
8225,2020-07-18,44 Bulldog,Pop Smoke,39,2
8226,2020-07-18,Something Special,Pop Smoke,41,7
8227,2020-07-18,Yea Yea,Pop Smoke,43,1
8228,2020-07-18,Mood Swings,Pop Smoke Featuring Lil Tjay,17,20
8229,2020-07-18,Gangstas,Pop Smoke,37,2
8230,2020-07-18,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,6,43
8231,2020-07-18,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,11,20
8232,2020-07-18,Tunnel Vision (Outro),Pop Smoke,79,1
8233,2020-07-18,YaYa,6ix9ine,99,1
8234,2020-07-18,Diana,Pop Smoke Featuring King Combs,76,1
8235,2020-07-18,Life's A Mess,Juice WRLD X Halsey,9,6
8236,2020-07-18,What You Know Bout Love,Pop Smoke,9,42
8237,2020-07-18,Snitchin,Pop Smoke Featuring Quavo & Future,54,1
8238,2020-07-18,Bad Bitch From Tokyo (Intro),Pop Smoke,55,1
8239,2020-07-18,Enjoy Yourself,Pop Smoke Featuring Karol G,56,2
8240,2020-07-18,Creature,Pop Smoke Featuring Swae Lee,57,1
8241,2020-07-18,West Coast Shit,Pop Smoke Featuring Tyga & Quavo,65,1
8242,2020-07-18,Said Sum,Moneybagg Yo,17,22
8243,2020-07-25,Stay High,Juice WRLD,34,2
8244,2020-07-25,Fighting Demons,Juice WRLD,35,2
8245,2020-07-25,I Want It,Juice WRLD,47,1
8246,2020-07-25,Up Up And Away,Juice WRLD,42,2
8247,2020-07-25,Screw Juice,Juice WRLD,46,2
8248,2020-07-25,Come & Go,Juice WRLD x Marshmello,2,20
8249,2020-07-25,Wishing Well,Juice WRLD,5,20
8250,2020-07-25,Conversations,Juice WRLD,7,6
8251,2020-07-25,Hate The Other Side,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,10,7
8252,2020-07-25,Blood On My Jeans,Juice WRLD,12,4
8253,2020-07-25,Titanic,Juice WRLD,14,2
8254,2020-07-25,Bad Energy,Juice WRLD,16,2
8255,2020-07-25,The Adventures Of Moon Man & Slim Shady,Kid Cudi & Eminem,22,1
8256,2020-07-25,Can't Die,Juice WRLD,50,2
8257,2020-07-25,Man Of The Year,Juice WRLD,51,2
8258,2020-07-25,Let It Go,Summer Walker,84,1
8259,2020-07-25,My Affection,Summer Walker & PARTYNEXTDOOR,86,1
8260,2020-07-25,Tap In,Saweetie,20,19
8261,2020-07-25,Be Like That,Kane Brown With Swae Lee & Khalid,19,21
8262,2020-08-01,Popstar,DJ Khaled Featuring Drake,3,19
8263,2020-08-01,Greece,DJ Khaled Featuring Drake,8,15
8264,2020-08-01,Breaking Me,Topic & A7S,53,13
8265,2020-08-01,The Climb Back,J. Cole,52,2
8266,2020-08-08,Seven,Taylor Swift,35,2
8267,2020-08-08,Mad Woman,Taylor Swift,47,1
8268,2020-08-08,This Is Me Trying,Taylor Swift,39,1
8269,2020-08-08,Betty,Taylor Swift,42,2
8270,2020-08-08,Illicit Affairs,Taylor Swift,44,1
8271,2020-08-08,Nobody's Love,Maroon 5,41,10
8272,2020-08-08,Mirrorball,Taylor Swift,26,2
8273,2020-08-08,Invisible String,Taylor Swift,37,2
8274,2020-08-08,The Last Great American Dynasty,Taylor Swift,13,2
8275,2020-08-08,August,Taylor Swift,23,2
8276,2020-08-08,Cardigan,Taylor Swift,1,14
